ENST00000566782.1	ENSG00000261657	SLC25A26
ENST00000399916.1	ENSG00000020633	RUNX3
ENST00000276390.2	ENSG00000147416	ATP6V1B2
ENST00000368977.4	ENSG00000135537	LACE1
ENST00000342245.4	ENSG00000166311	SMPD1
ENST00000550909.1	ENSG00000257488	RP5-1057I20.2
ENST00000438382.2	ENSG00000165178	NCF1C
ENST00000372055.4	ENSG00000112715	VEGFA
ENST00000261592.5	ENSG00000101746	NOL4
ENST00000337682.4	ENSG00000139146	FAM60A
ENST00000380601.2	ENSG00000205537	RP11-89H19.1
ENST00000608554.1	ENSG00000272572	RP11-179B2.2
ENST00000609801.1	ENSG00000273476	RP11-108L7.14
ENST00000552958.1	ENSG00000258203	RP1-228P16.3
ENST00000444881.1	ENSG00000135926	TMBIM1
ENST00000342929.3	ENSG00000173572	NLRP13
ENST00000271751.4	ENSG00000143473	KCNH1
ENST00000396200.3	ENSG00000164951	PDP1
ENST00000528896.2	ENSG00000007202	KIAA0100
ENST00000239174.6	ENSG00000120094	HOXB1
ENST00000331587.4	ENSG00000110680	CALCA
ENST00000341418.5	ENSG00000188779	SKOR1
ENST00000379611.5	ENSG00000164221	CCDC112
ENST00000233154.4	ENSG00000071051	NCK2
ENST00000439351.1	ENSG00000090520	DNAJB11
ENST00000416363.2	ENSG00000236873	AGPAT1
ENST00000435564.1	ENSG00000115252	PDE1A
ENST00000489433.1	ENSG00000241634	RP11-381E24.1
ENST00000365509.1	ENSG00000202379	SNORA70
ENST00000265342.7	ENSG00000053108	FSTL4
ENST00000491371.1	ENSG00000241777	RP11-148O7.2
ENST00000272425.3	ENSG00000144035	NAT8
ENST00000425077.1	ENSG00000228596	AC013436.6
ENST00000330070.4	ENSG00000173917	HOXB2
ENST00000415662.1	ENSG00000228465	TRAPPC2P10
ENST00000450016.1	ENSG00000234183	AC004854.4
ENST00000412554.2	ENSG00000162039	MEIOB
ENST00000427963.1	ENSG00000232585	OFD1P12Y
ENST00000420206.1	ENSG00000228299	HLA-C
ENST00000291971.3	ENSG00000179709	NLRP8
ENST00000312390.5	ENSG00000175463	TBC1D10C
ENST00000413136.2	ENSG00000224841	RGL2
ENST00000440624.1	ENSG00000234081	TCEB1P10
ENST00000546738.1	ENSG00000257985	RP1-228P16.4
ENST00000414121.1	ENSG00000231375	CDY17P
ENST00000369209.3	ENSG00000165868	HSPA12A
ENST00000377255.3	ENSG00000189298	ZKSCAN3
ENST00000373208.1	ENSG00000138316	ADAMTS14
ENST00000366774.3	ENSG00000184786	TCTE3
ENST00000468202.1	ENSG00000240399	RP1-228P16.1
ENST00000408706.1	ENSG00000221633	U3
ENST00000435696.1	ENSG00000237467	USP9YP35
ENST00000332512.3	ENSG00000183421	RIPK4
ENST00000480826.1	ENSG00000239314	MORC1-AS1
ENST00000457231.1	ENSG00000186676	EEF1GP1
ENST00000410703.1	ENSG00000222635	RNU6-1203P
ENST00000431405.1	ENSG00000229250	USP9YP31
ENST00000419998.2	ENSG00000226138	RP1-228P16.7
ENST00000372564.3	ENSG00000148341	SH3GLB2
ENST00000258418.5	ENSG00000135932	CAB39
ENST00000467240.1	ENSG00000241224	RP11-59E19.1
ENST00000551045.1	ENSG00000258051	RP11-474C8.3
ENST00000546648.1	ENSG00000257885	RP11-474C8.4
ENST00000587536.1	ENSG00000267106	C19orf82
ENST00000272424.5	ENSG00000144034	TPRKB
ENST00000438294.1	ENSG00000232205	CDY18P
ENST00000562158.1	ENSG00000261364	RP11-59E19.4
ENST00000379540.3	ENSG00000086102	NFX1
ENST00000552531.1	ENSG00000257848	RP11-474C8.5
ENST00000334955.8	ENSG00000187257	RSBN1L
ENST00000445264.1	ENSG00000235981	AC023274.4
ENST00000426148.2	ENSG00000224254	AC025627.4
ENST00000270233.6	ENSG00000187244	BCAM
ENST00000452153.4	ENSG00000231625	CTD-2104P17.1
ENST00000325814.5	ENSG00000179294	C17orf96
ENST00000390649.3	ENSG00000171487	NLRP5
ENST00000027335.3	ENSG00000079112	CDH17
ENST00000382002.5	ENSG00000113494	PRLR
ENST00000550723.1	ENSG00000258123	RP11-314D7.2
ENST00000417252.2	ENSG00000223698	GOLGA6L11P
ENST00000357324.6	ENSG00000105726	ATP13A1
ENST00000202816.1	ENSG00000089048	ESF1
ENST00000340806.6	ENSG00000188306	LRRIQ4
ENST00000361028.1	ENSG00000158691	ZSCAN12
ENST00000493112.1	ENSG00000172340	SUCLG2
ENST00000441091.1	ENSG00000242854	DNM1P24
ENST00000549515.1	ENSG00000258107	RP11-260G13.1
ENST00000485419.1	ENSG00000250588	IQCJ-SCHIP1
ENST00000395064.2	ENSG00000213588	ZBTB9
ENST00000418278.1	ENSG00000230977	AC023274.6
ENST00000306853.1	ENSG00000244231	CSPG4P2Y
ENST00000470495.1	ENSG00000120093	HOXB3
ENST00000459468.1	ENSG00000238478	RNU6-498P
ENST00000384820.1	ENSG00000207551	MIR608
ENST00000559621.1	ENSG00000259383	RP11-403B2.6
ENST00000418188.1	ENSG00000172342	CSPG4P3Y
ENST00000447344.1	ENSG00000236662	RP11-108L7.4
ENST00000578640.1	ENSG00000264932	Y_RNA
ENST00000361518.5	ENSG00000198546	ZNF511
ENST00000560839.1	ENSG00000259443	RP11-403B2.5
ENST00000609242.1	ENSG00000273162	RP11-108L7.15
ENST00000236273.4	ENSG00000117614	SYF2
ENST00000379554.3	ENSG00000188487	INSC
ENST00000556676.1	ENSG00000258420	RP11-403B2.3
ENST00000302472.3	ENSG00000171522	PTGER4
ENST00000557243.2	ENSG00000259089	GRAMD4P5
ENST00000411459.1	ENSG00000226740	RP11-31L23.3
ENST00000448622.1	ENSG00000171466	ZNF562
ENST00000559474.1	ENSG00000259214	RP11-810K23.7
ENST00000434189.2	ENSG00000237579	RP11-324L3.1
ENST00000328923.3	ENSG00000182199	SHMT2
ENST00000584700.1	ENSG00000265322	MIR3118-6
ENST00000423852.1	ENSG00000172332	AC012005.2
ENST00000459351.1	ENSG00000238489	RNU6-749P
ENST00000382659.2	ENSG00000242389	RBMY1E
ENST00000568241.1	ENSG00000261048	RP11-810K23.9
ENST00000605515.1	ENSG00000270973	RP11-324L3.5
ENST00000325718.7	ENSG00000108292	MLLT6
ENST00000516158.1	ENSG00000251967	SNORD77
ENST00000548776.1	ENSG00000224952	PBX2
ENST00000270459.3	ENSG00000142409	ZNF787
ENST00000316428.5	ENSG00000114248	LRRC31
ENST00000564941.1	ENSG00000261554	RP11-810K23.10
ENST00000605788.1	ENSG00000166197	NOLC1
ENST00000374467.3	ENSG00000030110	BAK1
ENST00000557032.1	ENSG00000258799	RP11-810K23.5
ENST00000430651.1	ENSG00000227128	LBX1-AS1
ENST00000225512.5	ENSG00000108379	WNT3
ENST00000604105.1	ENSG00000270831	NF1P1
ENST00000366773.3	ENSG00000130023	ERMARD
ENST00000574572.1	ENSG00000263032	DLAT
ENST00000419091.2	ENSG00000117625	RCOR3
ENST00000398377.3	ENSG00000239533	GOLGA2P2Y
ENST00000340001.4	ENSG00000154258	ABCA9
ENST00000274547.2	ENSG00000145864	GABRB2
ENST00000549987.1	ENSG00000125954	CHURC1-FNTB
ENST00000309212.6	ENSG00000162576	MXRA8
ENST00000289788.4	ENSG00000187987	ZSCAN23
ENST00000411641.2	ENSG00000145192	AHSG
ENST00000585138.1	ENSG00000266545	MIR5701-1
ENST00000485099.2	ENSG00000242425	RN7SL818P
ENST00000443547.1	ENSG00000162040	HS3ST6
ENST00000425708.2	ENSG00000185219	ZNF445
ENST00000433767.1	ENSG00000225491	UBE2Q2P4Y
ENST00000553416.1	ENSG00000258710	CT60
ENST00000408937.3	ENSG00000128573	FOXP2
ENST00000432156.1	ENSG00000238013	RP11-427P5.2
ENST00000358511.6	ENSG00000206384	COL6A6
ENST00000360779.3	ENSG00000125775	SDCBP2
ENST00000413372.1	ENSG00000224827	LINC00265-2P
ENST00000515154.2	ENSG00000226074	PRSS44
ENST00000371211.2	ENSG00000124818	OPN5
ENST00000377803.2	ENSG00000197061	HIST1H4C
ENST00000337080.3	ENSG00000167685	ZNF444
ENST00000437305.1	ENSG00000236409	NRADDP
ENST00000496514.1	ENSG00000133256	PDE6B
ENST00000585075.1	ENSG00000263843	RP11-649A18.12
ENST00000555298.1	ENSG00000258855	OR11J2P
ENST00000554043.1	ENSG00000258473	RP11-7F17.4
ENST00000535682.1	ENSG00000257073	AC011933.1
ENST00000516129.1	ENSG00000251938	snoU13
ENST00000429315.3	ENSG00000227398	KIF9-AS1
ENST00000557526.1	ENSG00000258819	RP11-7F17.3
ENST00000556889.1	ENSG00000258494	OR11J5P
ENST00000420675.1	ENSG00000233740	CICP2
ENST00000361871.3	ENSG00000198736	MSRB1
ENST00000413334.1	ENSG00000228007	AC011933.2
ENST00000561158.1	ENSG00000259698	KIAA0125P2
ENST00000554586.1	ENSG00000259025	RP11-810K23.6
ENST00000585081.1	ENSG00000265987	RP11-16C1.3
ENST00000424876.1	ENSG00000231145	AC013468.1
ENST00000509776.1	ENSG00000248792	LINC00266-2P
ENST00000494582.1	ENSG00000214381	LINC00488
ENST00000337702.4	ENSG00000113638	TTC33
ENST00000578539.1	ENSG00000264853	RP11-16C1.2
ENST00000554513.1	ENSG00000258552	RP11-463C8.5
ENST00000578226.1	ENSG00000265342	RP11-16C1.1
ENST00000364514.1	ENSG00000201384	SNORA32
ENST00000393600.3	ENSG00000071859	FAM50A
ENST00000557707.1	ENSG00000258771	RP11-854K16.2
ENST00000408827.1	ENSG00000221754	MIR1260A
ENST00000447471.1	ENSG00000234399	RBMY2XP
ENST00000578455.1	ENSG00000264511	MIR3678
ENST00000473634.2	ENSG00000243059	RN7SL400P
ENST00000584622.1	ENSG00000266628	RN7SL137P
ENST00000257663.3	ENSG00000135211	TMEM60
ENST00000411285.1	ENSG00000223217	RNU6-938P
ENST00000360553.3	ENSG00000175265	GOLGA8A
ENST00000568414.1	ENSG00000260986	RP11-854K16.3
ENST00000313737.4	ENSG00000177340	AC024940.1
ENST00000554198.2	ENSG00000258510	RP11-493G17.4
ENST00000365462.1	ENSG00000202332	Y_RNA
ENST00000290015.2	ENSG00000158955	WNT9B
ENST00000556075.2	ENSG00000258684	BMS1P16
ENST00000371514.3	ENSG00000116171	SCP2
ENST00000579379.1	ENSG00000265636	AC100787.1
ENST00000449794.2	ENSG00000223767	RNF5
ENST00000583910.1	ENSG00000264829	RP11-474I11.8
ENST00000391069.1	ENSG00000212371	SNORA46
ENST00000516540.1	ENSG00000252349	SNORA31
ENST00000443539.2	ENSG00000185684	EP400NL
ENST00000459853.2	ENSG00000240233	RN7SL587P
ENST00000577087.2	ENSG00000262681	RP11-311F12.1
ENST00000585020.1	ENSG00000264270	RP11-474I11.7
ENST00000555293.1	ENSG00000258668	COX6CP11
ENST00000580884.1	ENSG00000264785	RP11-311F12.2
ENST00000555285.1	ENSG00000258883	RP11-32B5.2
ENST00000282570.3	ENSG00000087338	GMCL1
ENST00000556425.2	ENSG00000237161	RP11-32B5.1
ENST00000557565.1	ENSG00000258790	KIAA0391
ENST00000538312.1	ENSG00000174016	FAM46D
ENST00000545332.1	ENSG00000232561	GTF2IP1
ENST00000368931.3	ENSG00000163141	BNIPL
ENST00000409522.1	ENSG00000188316	ENO4
ENST00000376122.3	ENSG00000204490	TNF
ENST00000500487.1	ENSG00000247765	RP11-32B5.7
ENST00000384559.1	ENSG00000207289	RNU6-1235P
ENST00000371697.3	ENSG00000148677	ANKRD1
ENST00000554326.2	ENSG00000258415	RP11-32B5.4
ENST00000556905.2	ENSG00000258712	CXADRP2
ENST00000379270.4	ENSG00000130066	SAT1
ENST00000557717.1	ENSG00000258767	RP11-32B5.5
ENST00000285208.4	ENSG00000154917	RAB6B
ENST00000556999.1	ENSG00000258848	GRAMD4P6
ENST00000582779.1	ENSG00000265793	MIR3118-4
ENST00000249636.6	ENSG00000033800	PIAS1
ENST00000578157.1	ENSG00000264326	MIR4657
ENST00000363920.1	ENSG00000200790	RNU6-631P
ENST00000608450.1	ENSG00000272768	RP4-673M15.1
ENST00000557158.2	ENSG00000258585	RP11-928F19.2
ENST00000440356.1	ENSG00000230160	AC004854.5
ENST00000361902.1	ENSG00000198704	GPX6
ENST00000424623.1	ENSG00000223981	PHBP6
ENST00000568457.1	ENSG00000260997	RP4-647J21.1
ENST00000337343.4	ENSG00000102780	DGKH
ENST00000459492.1	ENSG00000239128	snoU13
ENST00000444734.1	ENSG00000231091	AC138783.13
ENST00000268661.7	ENSG00000140986	RPL3L
ENST00000537552.1	ENSG00000203630	AL136531.1
ENST00000568593.1	ENSG00000260236	RP11-708J19.1
ENST00000556855.1	ENSG00000258997	NF1P2
ENST00000431878.3	ENSG00000230607	AC005722.4
ENST00000459156.1	ENSG00000238350	snoU13
ENST00000516470.1	ENSG00000252279	RNU6-406P
ENST00000380425.2	ENSG00000205509	AC138783.11
ENST00000604904.1	ENSG00000271161	RP11-708J19.2
ENST00000418418.1	ENSG00000231096	AC015726.1
ENST00000374362.2	ENSG00000172661	FAM21C
ENST00000516920.1	ENSG00000252729	RNU6-971P
ENST00000368693.1	ENSG00000203780	FANK1
ENST00000454957.1	ENSG00000224899	RP11-3B12.5
ENST00000431445.1	ENSG00000237888	AC087650.1
ENST00000389082.5	ENSG00000170456	DENND5B
ENST00000607813.1	ENSG00000272110	Y_RNA
ENST00000602353.1	ENSG00000270091	RP11-78O7.2
ENST00000583674.1	ENSG00000266443	AC099778.1
ENST00000261479.4	ENSG00000100902	PSMA6
ENST00000496491.1	ENSG00000240541	TM4SF1-AS1
ENST00000460111.2	ENSG00000244732	RN7SL870P
ENST00000382242.3	ENSG00000205898	RP11-3B12.4
ENST00000548029.1	ENSG00000257682	RP11-314D7.3
ENST00000583067.1	ENSG00000266126	RP11-209D14.4
ENST00000398957.1	ENSG00000214773	RP11-717D12.1
ENST00000474343.1	ENSG00000243164	RP11-166B14.1
ENST00000259938.2	ENSG00000137392	CLPS
ENST00000564549.1	ENSG00000261033	RP11-209D14.2
ENST00000427885.1	ENSG00000235695	RP11-395P16.1
ENST00000512516.1	ENSG00000249008	RP11-487E13.1
ENST00000516606.1	ENSG00000252415	RNU6-1012P
ENST00000314850.7	ENSG00000189011	AC138783.12
ENST00000551387.1	ENSG00000257750	RP11-295G12.1
ENST00000434406.1	ENSG00000225681	AC005730.2
ENST00000229416.6	ENSG00000001084	GCLC
ENST00000577700.1	ENSG00000232956	SNHG15
ENST00000424515.2	ENSG00000237764	RP11-3B12.2
ENST00000364939.1	ENSG00000201809	U8
ENST00000358369.4	ENSG00000148343	FAM73B
ENST00000430462.1	ENSG00000225014	KCTD9P1
ENST00000606199.1	ENSG00000272231	AC136188.1
ENST00000556073.1	ENSG00000259037	RP11-614O9.1
ENST00000412870.1	ENSG00000234059	CASKP1
ENST00000546770.1	ENSG00000257587	RP11-711C17.1
ENST00000390884.1	ENSG00000212186	RNU6-258P
ENST00000577845.1	ENSG00000264155	AC090015.1
ENST00000580225.1	ENSG00000263494	AC004702.2
ENST00000300213.4	ENSG00000166946	CCNDBP1
ENST00000549140.1	ENSG00000258332	RP11-711C17.2
ENST00000578890.1	ENSG00000264902	MIR5701-2
ENST00000420224.1	ENSG00000219445	RP11-3B12.3
ENST00000588996.1	ENSG00000267747	RP11-392O1.4
ENST00000400137.4	ENSG00000088832	FKBP1A
ENST00000264596.3	ENSG00000109674	NEIL3
ENST00000557651.1	ENSG00000258786	RP11-928F19.3
ENST00000394900.3	ENSG00000149476	DAK
ENST00000593169.1	ENSG00000267440	CTC-501O10.1
ENST00000257549.4	ENSG00000135094	SDS
ENST00000515416.2	ENSG00000251138	RP11-81H3.2
ENST00000455434.1	ENSG00000213291	RP11-420H19.3
ENST00000587110.1	ENSG00000267253	RP11-209M4.1
ENST00000378061.2	ENSG00000204947	ZNF425
ENST00000564932.1	ENSG00000261841	RP11-928F19.5
ENST00000480237.1	ENSG00000196668	LINC00173
ENST00000401145.1	ENSG00000215964	AC055813.1
ENST00000568737.1	ENSG00000261406	OR11J1P
ENST00000591540.1	ENSG00000267604	RP5-905N1.2
ENST00000428432.2	ENSG00000187033	SAMD7
ENST00000406360.1	ENSG00000118689	FOXO3
ENST00000423896.1	ENSG00000234071	RP11-420H19.1
ENST00000313546.3	ENSG00000139323	POC1B
ENST00000463521.1	ENSG00000239272	RPL21P10
ENST00000251413.3	ENSG00000131462	TUBG1
ENST00000360215.1	ENSG00000197753	LHFPL5
ENST00000554267.1	ENSG00000258917	ZMYND19P1
ENST00000445895.2	ENSG00000172508	CARNS1
ENST00000354209.3	ENSG00000132356	PRKAA1
ENST00000443177.1	ENSG00000227847	RP11-420H19.2
ENST00000362570.1	ENSG00000199440	Y_RNA
ENST00000269844.3	ENSG00000141956	PRDM15
ENST00000555153.2	ENSG00000258421	FRDAP
ENST00000558896.1	ENSG00000259176	RP11-69H14.6
ENST00000225567.4	ENSG00000108433	GOSR2
ENST00000259213.4	ENSG00000136696	IL36B
ENST00000219150.5	ENSG00000102879	CORO1A
ENST00000362584.1	ENSG00000199454	RNA5SP388
ENST00000491713.1	ENSG00000239438	RP11-332E19.1
ENST00000338379.4	ENSG00000187475	HIST1H1T
ENST00000375654.4	ENSG00000204390	HSPA1L
ENST00000373275.4	ENSG00000165288	BRWD3
ENST00000305249.5	ENSG00000115353	TACR1
ENST00000447166.1	ENSG00000233438	AC109829.1
ENST00000585329.1	ENSG00000267166	RP11-527L4.5
ENST00000420320.2	ENSG00000225589	MDC1
ENST00000538159.1	ENSG00000138768	USO1
ENST00000553433.1	ENSG00000258736	RP11-982M15.7
ENST00000592842.1	ENSG00000267420	RP11-527L4.6
ENST00000314332.5	ENSG00000180596	HIST1H2BC
ENST00000564585.1	ENSG00000260792	RP11-982M15.8
ENST00000582316.1	ENSG00000265291	MIR4710
ENST00000391216.1	ENSG00000212518	RNU11-5P
ENST00000453278.1	ENSG00000227869	RP11-807H17.1
ENST00000369950.3	ENSG00000112706	IMPG1
ENST00000550941.1	ENSG00000257120	CTD-2503I6.1
ENST00000299290.1	ENSG00000166220	TBATA
ENST00000408939.3	ENSG00000196659	TTC30B
ENST00000579683.1	ENSG00000264797	AL356756.1
ENST00000517080.1	ENSG00000252889	RNU6-1236P
ENST00000416283.2	ENSG00000006576	PHTF2
ENST00000516877.1	ENSG00000252686	RNU6-1234P
ENST00000268668.6	ENSG00000140990	NDUFB10
ENST00000478982.1	ENSG00000239288	RP11-59E19.3
ENST00000553082.1	ENSG00000257904	RP11-269C4.2
ENST00000408117.1	ENSG00000221044	U3
ENST00000485133.1	ENSG00000241257	RP11-397K18.1
ENST00000585899.1	ENSG00000267638	RP11-546M21.6
ENST00000331821.3	ENSG00000099901	RANBP1
ENST00000462931.1	ENSG00000243885	RP11-278L15.2
ENST00000467527.1	ENSG00000244561	RP11-702L6.1
ENST00000441906.1	ENSG00000227439	TTTY17B
ENST00000415171.2	ENSG00000214844	AC007952.1
ENST00000333676.3	ENSG00000262814	MRPL12
ENST00000497682.1	ENSG00000230618	H3F3AP3
ENST00000413946.1	ENSG00000224210	TRIM60P5Y
ENST00000365151.1	ENSG00000202021	Y_RNA
ENST00000315396.7	ENSG00000105479	CCDC114
ENST00000469993.1	ENSG00000240246	RP11-167H9.1
ENST00000508469.2	ENSG00000248975	CTD-2251F13.1
ENST00000389916.4	ENSG00000196169	KIF19
ENST00000497996.1	ENSG00000228980	RP11-702L6.4
ENST00000355689.5	ENSG00000197557	TTC30A
ENST00000443152.1	ENSG00000232003	ZNF736P12Y
ENST00000420642.1	ENSG00000230195	AC118138.2
ENST00000359396.3	ENSG00000165125	TRPV6
ENST00000408964.2	ENSG00000221843	C2orf16
ENST00000461814.1	ENSG00000241929	RP11-278L15.3
ENST00000264595.2	ENSG00000038002	AGA
ENST00000446621.1	ENSG00000224035	SFPQP1
ENST00000490852.1	ENSG00000239408	RP11-278L15.4
ENST00000366756.3	ENSG00000198719	DLL1
ENST00000492880.1	ENSG00000244503	RP11-278L15.6
ENST00000355371.4	ENSG00000187164	KIAA1598
ENST00000391144.1	ENSG00000212446	RNU6-131P
ENST00000261464.5	ENSG00000082512	TRAF5
ENST00000479662.1	ENSG00000244196	PPIAP15
ENST00000516772.1	ENSG00000252581	RNU6-1098P
ENST00000399083.1	ENSG00000197665	AC007952.6
ENST00000547114.1	ENSG00000258102	RP11-809C9.2
ENST00000430941.1	ENSG00000224804	AC004878.2
ENST00000516732.1	ENSG00000252541	AC092905.1
ENST00000463167.1	ENSG00000241985	WWTR1-IT1
ENST00000441310.2	ENSG00000064933	PMS1
ENST00000436261.1	ENSG00000178917	ZNF852
ENST00000585457.1	ENSG00000267080	ASB16-AS1
ENST00000583183.1	ENSG00000265956	MIR4445
ENST00000602637.1	ENSG00000180573	HIST1H2AC
ENST00000550742.1	ENSG00000258249	RP11-497G19.3
ENST00000458474.2	ENSG00000249595	AC004878.7
ENST00000479752.1	ENSG00000241313	WWTR1-AS1
ENST00000448088.1	ENSG00000254977	AC004878.8
ENST00000493565.1	ENSG00000240201	RP11-269C4.1
ENST00000456511.1	ENSG00000230036	AL596137.1
ENST00000404459.1	ENSG00000204020	LIPN
ENST00000326427.6	ENSG00000135916	ITM2C
ENST00000380417.2	ENSG00000205508	AC004878.5
ENST00000424145.2	ENSG00000231268	AGER
ENST00000443374.2	ENSG00000226200	RP11-50E11.3
ENST00000516045.1	ENSG00000251854	RNU6-507P
ENST00000516363.1	ENSG00000252172	RNU6-720P
ENST00000483112.1	ENSG00000239351	NPM1P29
ENST00000264711.2	ENSG00000115137	DNAJC27
ENST00000420149.1	ENSG00000235412	TTTY4B
ENST00000299402.6	ENSG00000166313	APBB1
ENST00000432862.1	ENSG00000240566	AC010153.3
ENST00000375651.5	ENSG00000204389	HSPA1A
ENST00000547523.1	ENSG00000258234	RP11-370I10.2
ENST00000549699.1	ENSG00000258273	RP11-370I10.4
ENST00000579134.1	ENSG00000263565	MIR4738
ENST00000375515.3	ENSG00000157950	SSX2B
ENST00000437111.1	ENSG00000231588	RP11-50E11.2
ENST00000548257.1	ENSG00000257735	RP11-370I10.6
ENST00000586808.1	ENSG00000266980	RP11-552F3.4
ENST00000449695.1	ENSG00000231345	RP11-564C4.6
ENST00000379226.4	ENSG00000184831	APOO
ENST00000378106.5	ENSG00000101247	NDUFAF5
ENST00000452645.1	ENSG00000235462	TAB3P1
ENST00000338370.3	ENSG00000175756	AURKAIP1
ENST00000442076.2	ENSG00000232706	NUTM2HP
ENST00000403593.4	ENSG00000139410	SDSL
ENST00000233712.1	ENSG00000115363	EVA1A
ENST00000577585.1	ENSG00000266457	AC026318.1
ENST00000478136.1	ENSG00000183662	FAM19A1
ENST00000546835.1	ENSG00000257883	RP11-497G19.1
ENST00000408658.1	ENSG00000221585	MIR1226
ENST00000238044.3	ENSG00000119147	C2orf40
ENST00000552718.1	ENSG00000257654	RP11-497G19.2
ENST00000428060.1	ENSG00000223915	DPPA2P1
ENST00000485147.1	ENSG00000239374	RP11-407P2.1
ENST00000397333.3	ENSG00000185163	DDX51
ENST00000424576.2	ENSG00000089009	RPL6
ENST00000273320.3	ENSG00000196345	ZKSCAN7
ENST00000376117.3	ENSG00000204487	LTB
ENST00000400275.2	ENSG00000215414	PSMA6P1
ENST00000507870.1	ENSG00000231171	LINC01098
ENST00000424971.1	ENSG00000226168	RP11-564C4.4
ENST00000326434.5	ENSG00000163703	CRELD1
ENST00000272444.3	ENSG00000144048	DUSP11
ENST00000364512.1	ENSG00000201382	RNU6-558P
ENST00000288022.1	ENSG00000258429	PDF
ENST00000468934.1	ENSG00000240100	RP11-240G22.1
ENST00000454614.1	ENSG00000230011	CTSLP4
ENST00000571730.1	ENSG00000262660	SLC25A10
ENST00000297596.2	ENSG00000164949	GEM
ENST00000516885.1	ENSG00000252694	AC006371.1
ENST00000295569.7	ENSG00000163377	FAM19A4
ENST00000263239.2	ENSG00000088205	DDX18
ENST00000472227.1	ENSG00000241859	KALP
ENST00000355467.4	ENSG00000243943	ZNF512
ENST00000360131.4	ENSG00000084693	AGBL5
ENST00000550421.1	ENSG00000257763	OR5BK1P
ENST00000377976.1	ENSG00000204928	GRXCR2
ENST00000553218.1	ENSG00000258024	OR5BT1P
ENST00000562949.1	ENSG00000272617	RP11-343C2.12
ENST00000367002.4	ENSG00000198570	RD3
ENST00000548060.1	ENSG00000257792	OR5BJ1P
ENST00000445326.1	ENSG00000234508	GPSM3
ENST00000563634.1	ENSG00000260371	RP11-343C2.9
ENST00000412168.2	ENSG00000224586	GPX5
ENST00000609970.1	ENSG00000273434	OR8S21P
ENST00000421347.2	ENSG00000226413	OR8T1P
ENST00000564737.1	ENSG00000259900	RP11-343C2.7
ENST00000551847.1	ENSG00000258121	RP11-722P11.4
ENST00000394945.1	ENSG00000152377	SPOCK1
ENST00000494130.1	ENSG00000240443	RPS10P20
ENST00000328207.6	ENSG00000198678	OR5BS1P
ENST00000420128.1	ENSG00000226124	FTCDNL1
ENST00000415975.1	ENSG00000224709	OR11M1P
ENST00000297988.1	ENSG00000165269	AQP7
ENST00000367001.4	ENSG00000170385	SLC30A1
ENST00000355883.3	ENSG00000197734	C14orf178
ENST00000551812.1	ENSG00000076108	BAZ2A
ENST00000471176.2	ENSG00000242791	RP11-651P23.5
ENST00000376271.1	ENSG00000204533	AC024580.1
ENST00000381569.1	ENSG00000061337	LZTS1
ENST00000511217.1	ENSG00000156463	SH3RF2
ENST00000362721.1	ENSG00000199591	Y_RNA
ENST00000374127.3	ENSG00000243251	PGBD3
ENST00000417155.1	ENSG00000224895	VPS26BP1
ENST00000438359.1	ENSG00000224831	RP11-651P23.4
ENST00000314728.5	ENSG00000072134	EPN2
ENST00000476287.1	ENSG00000112584	FAM120B
ENST00000511685.1	ENSG00000218336	TENM3
ENST00000357330.2	ENSG00000197487	GALP
ENST00000604416.1	ENSG00000270285	RP11-1029M24.4
ENST00000487390.1	ENSG00000182000	RP11-651P23.2
ENST00000584239.1	ENSG00000265078	RN7SL664P
ENST00000254940.5	ENSG00000132603	NIP7
ENST00000331531.5	ENSG00000183048	SLC25A10
ENST00000368926.5	ENSG00000143443	C1orf56
ENST00000444020.1	ENSG00000236768	RP11-1029M24.1
ENST00000476029.1	ENSG00000241947	HNRNPA1P24
ENST00000319974.5	ENSG00000178074	C2orf69
ENST00000373825.2	ENSG00000096063	SRPK1
ENST00000456366.1	ENSG00000235627	SNRPFP4
ENST00000270221.6	ENSG00000142227	EMP3
ENST00000372546.4	ENSG00000167130	DOLPP1
ENST00000489690.1	ENSG00000243944	RP11-167H9.4
ENST00000517247.1	ENSG00000253056	RNU7-128P
ENST00000396105.1	ENSG00000124201	ZNFX1
ENST00000343262.4	ENSG00000140988	RPS2
ENST00000435191.1	ENSG00000231884	NDUFB1P1
ENST00000384111.1	ENSG00000206838	SNORA5A
ENST00000585052.1	ENSG00000265483	MIR4443
ENST00000412360.1	ENSG00000226364	AC102948.2
ENST00000336148.5	ENSG00000197275	RAD54B
ENST00000342166.5	ENSG00000162961	DPY30
ENST00000364902.1	ENSG00000201772	SNORA5C
ENST00000414458.1	ENSG00000229759	MRPS18AP1
ENST00000400288.2	ENSG00000198089	SFI1
ENST00000379211.3	ENSG00000165182	CXorf58
